message,author,timestamp,category,sentiment,keyword_mentioned,message_length
"I just loved a movie! It was amazing.","Eve","2025-02-13 19:33:31","entertainment",0.42,"movie",37
"I just tried travel! It was funny.","Alice","2025-02-13 19:33:36","travel",0.19,"travel",34
"I just shared JavaScript! It was amazing.","Bob","2025-02-13 19:33:41","tech",0.33,"JavaScript",41
"I just shared travel! It was funny.","Charlie","2025-02-13 19:33:46","travel",0.75,"travel",35
"I just loved a trick! It was weird.","Charlie","2025-02-13 19:33:51","other",0.64,"other",35
"I just tried Python! It was boring.","Charlie","2025-02-13 19:33:56","tech",0.24,"Python",35
"I just found a movie! It was amazing.","Alice","2025-02-13 19:34:01","entertainment",0.66,"movie",37
"I just tried a movie! It was funny.","Bob","2025-02-13 19:34:06","entertainment",0.99,"movie",35
"I just loved game! It was exciting.","Charlie","2025-02-13 19:34:11","gaming",0.08,"game",35
"I just tried an app! It was exciting.","Eve","2025-02-13 19:34:16","other",0.14,"other",37
"I just saw a meme! It was weird.","Alice","2025-02-13 19:34:21","humor",0.01,"meme",32
"I just loved game! It was amazing.","Bob","2025-02-13 19:34:26","gaming",0.3,"game",34
"I just found recipe! It was weird.","Eve","2025-02-13 19:34:31","food",0.09,"recipe",34
"I just found Python! It was boring.","Charlie","2025-02-13 19:34:36","tech",0.09,"Python",35
"I just shared JavaScript! It was amazing.","Eve","2025-02-13 19:34:41","tech",0.19,"JavaScript",41
"I just loved Python! It was funny.","Alice","2025-02-13 19:34:46","tech",0.92,"Python",34
"I just found an app! It was funny.","Alice","2025-02-13 19:34:51","other",0.61,"other",34
"I just shared JavaScript! It was amazing.","Charlie","2025-02-13 19:34:56","tech",0.7,"JavaScript",41
"I just shared game! It was weird.","Bob","2025-02-13 19:35:01","gaming",0.11,"game",33
"I just tried a trick! It was weird.","Eve","2025-02-13 19:35:06","other",0.09,"other",35
"I just saw game! It was exciting.","Bob","2025-02-13 19:35:11","gaming",0.5,"game",33
"I just found an app! It was amazing.","Eve","2025-02-13 19:35:16","other",0.06,"other",36
"I just saw an app! It was weird.","Charlie","2025-02-13 19:35:21","other",0.58,"other",32
"I just saw a trick! It was weird.","Eve","2025-02-13 19:35:26","other",0.51,"other",33
"I just saw travel! It was amazing.","Charlie","2025-02-13 19:35:31","travel",0.68,"travel",34
"I just saw an app! It was amazing.","Bob","2025-02-13 19:35:36","other",0.14,"other",34
"I just shared recipe! It was exciting.","Charlie","2025-02-13 19:35:41","food",0.17,"recipe",38
"I just saw game! It was funny.","Bob","2025-02-13 19:35:46","gaming",0.35,"game",30
"I just tried a meme! It was boring.","Bob","2025-02-13 19:35:51","humor",0.24,"meme",35
"I just loved a story! It was exciting.","Bob","2025-02-13 19:35:56","other",0.32,"other",38
"I just loved recipe! It was boring.","Eve","2025-02-13 19:36:01","food",0.02,"recipe",35
"I just found Python! It was exciting.","Charlie","2025-02-13 19:36:06","tech",0.43,"Python",37
"I just found a trick! It was exciting.","Eve","2025-02-13 19:36:11","other",0.61,"other",38
"I just found a meme! It was boring.","Alice","2025-02-13 19:36:16","humor",0.57,"meme",35
"I just tried travel! It was amazing.","Charlie","2025-02-13 19:36:21","travel",0.46,"travel",36
"I just tried Python! It was amazing.","Eve","2025-02-13 19:36:26","tech",0.47,"Python",36
"I just loved a meme! It was funny.","Charlie","2025-02-13 19:36:31","humor",0.96,"meme",34
"I just loved travel! It was exciting.","Bob","2025-02-13 19:36:36","travel",0.17,"travel",37
"I just tried a trick! It was exciting.","Charlie","2025-02-13 19:36:41","other",0.61,"other",38
"I just loved a story! It was boring.","Bob","2025-02-13 19:36:46","other",0.54,"other",36
"I just shared a trick! It was funny.","Alice","2025-02-13 19:36:51","other",0.7,"other",36
"I just saw Python! It was amazing.","Charlie","2025-02-13 19:36:56","tech",0.12,"Python",34
"I just shared JavaScript! It was funny.","Alice","2025-02-13 19:37:01","tech",0.42,"JavaScript",39
"I just saw a movie! It was weird.","Alice","2025-02-13 19:37:06","entertainment",0.98,"movie",33
"I just shared game! It was boring.","Eve","2025-02-13 19:37:11","gaming",0.99,"game",34
"I just found a movie! It was boring.","Charlie","2025-02-13 19:37:16","entertainment",0.47,"movie",36
"I just loved a movie! It was funny.","Bob","2025-02-13 19:37:21","entertainment",0.86,"movie",35
"I just loved Python! It was amazing.","Charlie","2025-02-13 19:37:26","tech",0.46,"Python",36
"I just found a trick! It was exciting.","Charlie","2025-02-13 19:37:31","other",0.68,"other",38
"I just tried a meme! It was funny.","Charlie","2025-02-13 19:37:36","humor",0.85,"meme",34
"I just loved JavaScript! It was amazing.","Bob","2025-02-13 19:37:41","tech",0.01,"JavaScript",40
"I just shared JavaScript! It was amazing.","Charlie","2025-02-13 19:37:46","tech",0.08,"JavaScript",41
"I just saw Python! It was amazing.","Bob","2025-02-13 19:37:51","tech",0.27,"Python",34
"I just found travel! It was exciting.","Charlie","2025-02-13 19:37:56","travel",0.97,"travel",37
"I just saw a meme! It was funny.","Eve","2025-02-13 19:38:01","humor",0.11,"meme",32
"I just saw a story! It was amazing.","Bob","2025-02-13 19:38:06","other",0.22,"other",35
"I just loved JavaScript! It was amazing.","Bob","2025-02-13 19:38:11","tech",0.65,"JavaScript",40
"I just loved Python! It was amazing.","Bob","2025-02-13 19:38:16","tech",0.86,"Python",36
"I just shared Python! It was amazing.","Charlie","2025-02-13 19:38:21","tech",0.16,"Python",37
"I just tried a story! It was amazing.","Alice","2025-02-13 19:38:26","other",0.89,"other",37
"I just tried a trick! It was boring.","Eve","2025-02-13 19:38:31","other",0.17,"other",36
"I just shared travel! It was funny.","Alice","2025-02-13 19:38:36","travel",0.86,"travel",35
"I just saw a trick! It was boring.","Eve","2025-02-13 19:38:41","other",0.33,"other",34
"I just found game! It was amazing.","Bob","2025-02-13 19:38:46","gaming",0.96,"game",34
"I just saw a trick! It was weird.","Bob","2025-02-13 19:38:51","other",0.51,"other",33
"I just tried a trick! It was amazing.","Charlie","2025-02-13 19:38:56","other",0.87,"other",37
"I just found a meme! It was weird.","Charlie","2025-02-13 19:39:01","humor",0.14,"meme",34
"I just found Python! It was funny.","Bob","2025-02-13 19:39:06","tech",0.11,"Python",34
"I just loved a movie! It was funny.","Bob","2025-02-13 19:39:11","entertainment",0.56,"movie",35
"I just saw a trick! It was funny.","Eve","2025-02-13 19:39:16","other",0.31,"other",33
"I just loved a story! It was amazing.","Eve","2025-02-13 19:39:21","other",0.11,"other",37
"I just saw recipe! It was funny.","Bob","2025-02-13 19:39:26","food",0.19,"recipe",32
"I just loved a story! It was weird.","Bob","2025-02-13 19:39:31","other",0.24,"other",35
"I just loved JavaScript! It was weird.","Eve","2025-02-13 19:39:36","tech",0.72,"JavaScript",38
"I just found recipe! It was weird.","Alice","2025-02-13 19:39:41","food",0.07,"recipe",34
"I just loved travel! It was boring.","Alice","2025-02-13 19:39:46","travel",0.47,"travel",35
"I just loved game! It was amazing.","Bob","2025-02-13 19:39:51","gaming",0.16,"game",34
"I just found JavaScript! It was exciting.","Alice","2025-02-13 19:39:56","tech",0.65,"JavaScript",41
"I just found JavaScript! It was weird.","Bob","2025-02-13 19:40:02","tech",0.95,"JavaScript",38
"I just saw a story! It was exciting.","Eve","2025-02-13 19:40:07","other",0.58,"other",36
"I just saw a meme! It was weird.","Charlie","2025-02-13 19:40:12","humor",0.11,"meme",32
"I just tried travel! It was amazing.","Alice","2025-02-13 19:40:17","travel",0.46,"travel",36
"I just shared a movie! It was boring.","Bob","2025-02-13 19:40:22","entertainment",0.86,"movie",37
"I just found a movie! It was funny.","Alice","2025-02-13 19:40:27","entertainment",0.74,"movie",35
"I just loved travel! It was boring.","Charlie","2025-02-13 19:40:32","travel",0.39,"travel",35
"I just saw a story! It was amazing.","Alice","2025-02-13 19:40:37","other",0.13,"other",35
"I just shared an app! It was weird.","Alice","2025-02-13 19:40:42","other",0.37,"other",35
"I just shared game! It was funny.","Bob","2025-02-13 19:40:47","gaming",0.84,"game",33
"I just saw JavaScript! It was weird.","Bob","2025-02-13 19:40:52","tech",0.07,"JavaScript",36
"I just tried an app! It was amazing.","Charlie","2025-02-13 19:40:57","other",0.94,"other",36
"I just loved a meme! It was exciting.","Eve","2025-02-13 19:41:02","humor",0.08,"meme",37
"I just found JavaScript! It was weird.","Bob","2025-02-13 19:41:07","tech",0.66,"JavaScript",38
"I just saw JavaScript! It was boring.","Charlie","2025-02-13 19:41:12","tech",0.97,"JavaScript",37
"I just saw a movie! It was boring.","Alice","2025-02-13 19:41:17","entertainment",0.62,"movie",34
"I just found a meme! It was boring.","Charlie","2025-02-13 19:41:22","humor",0.63,"meme",35
"I just found a movie! It was funny.","Charlie","2025-02-13 19:41:27","entertainment",0.95,"movie",35
"I just saw a meme! It was exciting.","Alice","2025-02-13 19:41:32","humor",0.15,"meme",35
"I just saw a story! It was amazing.","Bob","2025-02-13 19:41:37","other",0.82,"other",35
"I just saw a meme! It was exciting.","Alice","2025-02-13 19:41:42","humor",0.73,"meme",35
"I just found JavaScript! It was exciting.","Eve","2025-02-13 19:41:47","tech",0.29,"JavaScript",41
"I just loved JavaScript! It was funny.","Charlie","2025-02-13 19:41:52","tech",0.78,"JavaScript",38
"I just found a trick! It was amazing.","Eve","2025-02-13 19:41:57","other",0.06,"other",37
"I just loved travel! It was weird.","Bob","2025-02-13 19:42:02","travel",0.01,"travel",34
"I just tried a trick! It was amazing.","Bob","2025-02-13 19:42:07","other",0.84,"other",37
"I just saw JavaScript! It was weird.","Alice","2025-02-13 19:42:12","tech",0.83,"JavaScript",36
"I just loved a story! It was weird.","Charlie","2025-02-13 19:42:17","other",0.95,"other",35
"I just shared a meme! It was funny.","Bob","2025-02-13 19:42:22","humor",0.36,"meme",35
"I just saw a trick! It was boring.","Bob","2025-02-13 19:42:27","other",0.24,"other",34
"I just saw a trick! It was funny.","Alice","2025-02-13 19:42:32","other",0.92,"other",33
"I just shared Python! It was boring.","Eve","2025-02-13 19:42:37","tech",0.15,"Python",36
"I just shared a meme! It was exciting.","Charlie","2025-02-13 19:42:42","humor",0.96,"meme",38
"I just found a story! It was exciting.","Bob","2025-02-13 19:42:47","other",0.05,"other",38
"I just loved a trick! It was amazing.","Charlie","2025-02-13 19:42:52","other",0.54,"other",37
"I just tried a trick! It was boring.","Charlie","2025-02-13 19:42:57","other",0.68,"other",36
"I just shared game! It was exciting.","Alice","2025-02-13 19:43:02","gaming",0.88,"game",36
"I just tried an app! It was funny.","Bob","2025-02-13 19:43:07","other",0.89,"other",34
"I just shared an app! It was amazing.","Alice","2025-02-13 19:43:12","other",0.57,"other",37
"I just saw a story! It was weird.","Alice","2025-02-13 19:43:17","other",0.51,"other",33
"I just found Python! It was boring.","Charlie","2025-02-13 19:43:22","tech",0.15,"Python",35
"I just saw an app! It was funny.","Bob","2025-02-13 19:43:27","other",0.97,"other",32
"I just loved a movie! It was exciting.","Eve","2025-02-13 19:43:32","entertainment",0.11,"movie",38
"I just saw travel! It was funny.","Charlie","2025-02-13 19:43:37","travel",0.04,"travel",32
"I just shared game! It was weird.","Eve","2025-02-13 19:43:42","gaming",0.18,"game",33
"I just found JavaScript! It was boring.","Alice","2025-02-13 19:43:47","tech",0.19,"JavaScript",39
"I just loved a story! It was weird.","Eve","2025-02-13 19:43:52","other",0.13,"other",35
"I just saw an app! It was exciting.","Alice","2025-02-13 19:43:57","other",0.34,"other",35
"I just saw a story! It was boring.","Bob","2025-02-13 19:44:02","other",0.4,"other",34
"I just shared game! It was boring.","Alice","2025-02-13 19:44:07","gaming",0.16,"game",34
"I just loved a meme! It was funny.","Bob","2025-02-13 19:44:12","humor",0.54,"meme",34
"I just shared a movie! It was weird.","Alice","2025-02-13 19:44:17","entertainment",0.92,"movie",36
"I just saw recipe! It was exciting.","Charlie","2025-02-13 19:44:22","food",0.26,"recipe",35
"I just shared game! It was amazing.","Charlie","2025-02-13 19:44:27","gaming",0.25,"game",35
"I just loved game! It was boring.","Charlie","2025-02-13 19:44:32","gaming",0.5,"game",33
"I just tried game! It was weird.","Bob","2025-02-13 19:44:37","gaming",0.59,"game",32
"I just saw JavaScript! It was boring.","Bob","2025-02-13 19:44:42","tech",0.03,"JavaScript",37
"I just loved a trick! It was exciting.","Bob","2025-02-13 19:44:47","other",0.45,"other",38
"I just tried game! It was boring.","Eve","2025-02-13 19:44:52","gaming",0.68,"game",33
"I just tried a trick! It was boring.","Eve","2025-02-13 19:44:57","other",0.54,"other",36
"I just saw a meme! It was exciting.","Alice","2025-02-13 19:45:02","humor",0.46,"meme",35
"I just tried a meme! It was exciting.","Bob","2025-02-13 19:45:07","humor",0.54,"meme",37
"I just saw a story! It was amazing.","Bob","2025-02-13 19:45:12","other",0.33,"other",35
"I just tried an app! It was amazing.","Charlie","2025-02-13 19:45:17","other",0.13,"other",36
"I just found a trick! It was amazing.","Alice","2025-02-13 19:45:22","other",0.56,"other",37
"I just loved a trick! It was amazing.","Bob","2025-02-13 19:45:27","other",0.59,"other",37
"I just tried a trick! It was exciting.","Eve","2025-02-13 19:45:32","other",0.6,"other",38
"I just saw JavaScript! It was boring.","Eve","2025-02-13 19:45:37","tech",0.81,"JavaScript",37
"I just shared travel! It was boring.","Eve","2025-02-13 19:45:42","travel",0.62,"travel",36
"I just shared a meme! It was weird.","Charlie","2025-02-13 19:45:47","humor",0.22,"meme",35
"I just saw a trick! It was exciting.","Eve","2025-02-13 19:45:52","other",0.43,"other",36
"I just tried a trick! It was weird.","Alice","2025-02-13 19:45:57","other",0.3,"other",35
"I just loved travel! It was exciting.","Charlie","2025-02-13 19:46:02","travel",0.84,"travel",37
"I just tried game! It was amazing.","Bob","2025-02-13 19:46:07","gaming",0.23,"game",34
"I just saw an app! It was amazing.","Charlie","2025-02-13 19:46:12","other",0.86,"other",34
"I just saw Python! It was exciting.","Charlie","2025-02-13 19:46:17","tech",0.09,"Python",35
"I just found Python! It was exciting.","Bob","2025-02-13 19:46:22","tech",0.03,"Python",37
"I just loved travel! It was weird.","Eve","2025-02-13 19:46:27","travel",0.4,"travel",34
"I just loved a movie! It was amazing.","Eve","2025-02-13 19:46:32","entertainment",0.46,"movie",37
"I just tried a story! It was boring.","Charlie","2025-02-13 19:46:37","other",0.9,"other",36
"I just saw travel! It was boring.","Eve","2025-02-13 19:46:42","travel",0.96,"travel",33
"I just found a story! It was weird.","Alice","2025-02-13 19:46:47","other",0.75,"other",35
"I just loved a trick! It was amazing.","Bob","2025-02-13 19:46:52","other",0.47,"other",37
"I just found a meme! It was boring.","Bob","2025-02-13 19:46:57","humor",0.76,"meme",35
"I just found recipe! It was amazing.","Alice","2025-02-13 19:47:02","food",0.25,"recipe",36
"I just shared a meme! It was weird.","Bob","2025-02-13 19:47:07","humor",0.11,"meme",35
"I just shared recipe! It was exciting.","Alice","2025-02-13 19:47:12","food",0.19,"recipe",38
"I just found an app! It was boring.","Eve","2025-02-13 19:47:17","other",0.16,"other",35
"I just shared recipe! It was funny.","Bob","2025-02-13 19:47:23","food",0.49,"recipe",35
"I just shared a meme! It was boring.","Alice","2025-02-13 19:47:28","humor",0.43,"meme",36
"I just saw an app! It was amazing.","Charlie","2025-02-13 19:47:33","other",0.11,"other",34
"I just shared a trick! It was weird.","Charlie","2025-02-13 19:47:38","other",0.27,"other",36
"I just loved a movie! It was funny.","Eve","2025-02-13 19:47:43","entertainment",0.31,"movie",35
"I just loved Python! It was amazing.","Eve","2025-02-13 19:47:48","tech",0.26,"Python",36
"I just saw travel! It was funny.","Alice","2025-02-13 19:47:53","travel",0.52,"travel",32
